CustomerID,Segment,Cluster,Recency,Frequency,Monetary,predicted_clv_12m,CLV_Percentile,Risk_Multiplier,Retention_Priority_Score
14101,At Risk (High Value),Cluster 0,94,6,5976.79,4538.850758248176,93.1227827550959,1.0,93.1227827550959
13418,At Risk (High Value),Cluster 0,74,5,1579.62,4429.443075861169,92.85671336660454,1.0,92.85671336660454
13418,At Risk (High Value),Cluster 0,105,5,1579.62,4429.443075861169,92.85671336660454,1.0,92.85671336660454
13418,At Risk (High Value),Cluster 0,46,5,1579.62,4429.443075861169,92.85671336660454,1.0,92.85671336660454
13209,At Risk (High Value),Cluster 0,88,5,4156.08,4427.626709697586,92.8176297276171,1.0,92.8176297276171
13209,At Risk (High Value),Cluster 0,41,2,430.2,4427.626709697586,92.8176297276171,1.0,92.8176297276171
13209,At Risk (High Value),Cluster 1,72,2,430.2,4427.626709697586,92.8176297276171,1.0,92.8176297276171
13027,At Risk (High Value),Cluster 0,103,6,6912.0,4416.536687053772,92.77854608862967,1.0,92.77854608862967
13027,At Risk (High Value),Cluster 0,69,1,1440.0,4416.536687053772,92.77854608862967,1.0,92.77854608862967
13027,At Risk (High Value),Cluster 0,134,6,6912.0,4416.536687053772,92.77854608862967,1.0,92.77854608862967
14057,At Risk (High Value),Cluster 0,47,2,925.92,4396.041215747771,92.64025013528952,1.0,92.64025013528952
17809,At Risk (High Value),Cluster 0,47,4,1861.7,4284.6681472013925,92.45385124165715,1.0,92.45385124165715
17809,At Risk (High Value),Cluster 0,27,3,1251.5,4284.6681472013925,92.45385124165715,1.0,92.45385124165715
17809,At Risk (High Value),Cluster 0,58,3,1251.5,4284.6681472013925,92.45385124165715,1.0,92.45385124165715
12839,At Risk (High Value),Cluster 0,63,3,1089.01,4254.284000701022,92.37568396368228,1.0,92.37568396368228
13225,At Risk (High Value),Cluster 0,53,2,2470.44,4239.117360684399,92.33660032469486,1.0,92.33660032469486
14415,At Risk (High Value),Cluster 0,50,3,1581.56,4172.492981459976,92.15922073236726,1.0,92.15922073236726
13093,At Risk (High Value),Cluster 0,204,8,7832.47,4078.758010080379,91.99386687511274,1.0,91.99386687511274
13093,At Risk (High Value),Cluster 0,296,8,7832.47,4078.758010080379,91.99386687511274,1.0,91.99386687511274
13093,At Risk (High Value),Cluster 2,174,8,7832.47,4078.758010080379,91.99386687511274,1.0,91.99386687511274
13093,At Risk (High Value),Cluster 0,235,8,7832.47,4078.758010080379,91.99386687511274,1.0,91.99386687511274
13093,At Risk (High Value),Cluster 2,82,8,7832.47,4078.758010080379,91.99386687511274,1.0,91.99386687511274
13093,At Risk (High Value),Cluster 0,265,8,7832.47,4078.758010080379,91.99386687511274,1.0,91.99386687511274
13093,At Risk (High Value),Cluster 2,112,8,7832.47,4078.758010080379,91.99386687511274,1.0,91.99386687511274
13093,At Risk (High Value),Cluster 2,143,8,7832.47,4078.758010080379,91.99386687511274,1.0,91.99386687511274
13269,At Risk (High Value),Cluster 0,76,2,662.17,4078.7576171922874,91.95478323612531,1.0,91.95478323612531
13269,At Risk (High Value),Cluster 0,107,2,662.17,4078.7576171922874,91.95478323612531,1.0,91.95478323612531
13269,At Risk (High Value),Cluster 0,48,2,662.17,4078.7576171922874,91.95478323612531,1.0,91.95478323612531
17061,At Risk (High Value),Cluster 2,94,11,5232.23,4018.163233660487,91.78341651133425,1.0,91.78341651133425
17858,At Risk (High Value),Cluster 0,68,6,2604.8,4002.946497521368,91.72028140220071,1.0,91.72028140220071
12749,At Risk (High Value),Cluster 0,90,3,2755.23,4000.673767786136,91.68871384763393,1.0,91.68871384763393
13599,At Risk (High Value),Cluster 3,22,2,352.84,3977.5761430034977,91.65714629306716,1.0,91.65714629306716
13599,At Risk (High Value),Cluster 0,52,3,721.98,3977.5761430034977,91.65714629306716,1.0,91.65714629306716
14049,At Risk (High Value),Cluster 0,118,3,3244.74,3962.576384520473,91.59250796704949,1.0,91.59250796704949
16873,At Risk (High Value),Cluster 0,51,1,2157.64,3957.601038997725,91.55492754494618,1.0,91.55492754494618
16873,At Risk (High Value),Cluster 0,79,1,2157.64,3957.601038997725,91.55492754494618,1.0,91.55492754494618
14505,At Risk (High Value),Cluster 0,52,2,1355.66,3936.333464923253,91.5038181708857,1.0,91.5038181708857
14364,At Risk (High Value),Cluster 0,129,8,3717.35,3900.7297231943817,91.39408333834406,1.0,91.39408333834406
14364,At Risk (High Value),Cluster 2,98,8,3717.35,3900.7297231943817,91.39408333834406,1.0,91.39408333834406
17686,At Risk (High Value),Cluster 0,70,6,5110.09,3870.369229308474,91.27232277072936,1.0,91.27232277072936
16532,At Risk (High Value),Cluster 0,53,1,1910.4,3840.796414044864,91.16860080572425,1.0,91.16860080572425
13756,At Risk (High Value),Cluster 0,45,3,1004.4,3836.6285417276417,91.13102038362095,1.0,91.13102038362095
13756,At Risk (High Value),Cluster 0,73,3,1004.4,3836.6285417276417,91.13102038362095,1.0,91.13102038362095
13756,At Risk (High Value),Cluster 0,104,3,1004.4,3836.6285417276417,91.13102038362095,1.0,91.13102038362095
13756,At Risk (High Value),Cluster 0,134,3,1004.4,3836.6285417276417,91.13102038362095,1.0,91.13102038362095
15874,At Risk (High Value),Cluster 0,106,6,2207.75,3829.9679526045265,91.09494317840178,1.0,91.09494317840178
15555,At Risk (High Value),Cluster 0,48,3,988.57,3804.190275739923,91.02278876796345,1.0,91.02278876796345
15555,At Risk (High Value),Cluster 0,107,3,988.57,3804.190275739923,91.02278876796345,1.0,91.02278876796345
15555,At Risk (High Value),Cluster 0,76,3,988.57,3804.190275739923,91.02278876796345,1.0,91.02278876796345
16191,At Risk (High Value),Cluster 0,191,8,2615.68,3794.297390159486,90.97167939390295,1.0,90.97167939390295
16191,At Risk (High Value),Cluster 2,69,8,2615.68,3794.297390159486,90.97167939390295,1.0,90.97167939390295
16191,At Risk (High Value),Cluster 0,130,8,2615.68,3794.297390159486,90.97167939390295,1.0,90.97167939390295
16191,At Risk (High Value),Cluster 0,99,8,2615.68,3794.297390159486,90.97167939390295,1.0,90.97167939390295
16191,At Risk (High Value),Cluster 0,161,8,2615.68,3794.297390159486,90.97167939390295,1.0,90.97167939390295
16265,At Risk (High Value),Cluster 0,97,5,2875.14,3760.0392260833737,90.86946064578197,1.0,90.86946064578197
16265,At Risk (High Value),Cluster 0,67,5,2875.14,3760.0392260833737,90.86946064578197,1.0,90.86946064578197
16265,At Risk (High Value),Cluster 0,51,2,840.81,3760.0392260833737,90.86946064578197,1.0,90.86946064578197
17723,At Risk (High Value),Cluster 0,117,6,3276.4,3752.5346036919022,90.82887378991042,1.0,90.82887378991042
17723,At Risk (High Value),Cluster 0,87,6,3276.4,3752.5346036919022,90.82887378991042,1.0,90.82887378991042
17723,At Risk (High Value),Cluster 0,148,6,3276.4,3752.5346036919022,90.82887378991042,1.0,90.82887378991042
17426,At Risk (High Value),Cluster 0,81,4,4280.59,3745.1695467953778,90.78979015092298,1.0,90.78979015092298
17364,At Risk (High Value),Cluster 0,97,6,2617.41,3656.938701675399,90.44104383380434,1.0,90.44104383380434
15298,At Risk (High Value),Cluster 0,69,4,1238.44,3643.855951495907,90.39143767662799,1.0,90.39143767662799
15301,At Risk (High Value),Cluster 3,24,1,673.37,3591.876164821072,90.30124466358006,1.0,90.30124466358006
17690,At Risk (High Value),Cluster 0,41,5,1570.65,3574.9159313499317,90.22909025314172,1.0,90.22909025314172
17365,At Risk (High Value),Cluster 0,47,2,742.66,3565.528200208053,90.17347122842884,1.0,90.17347122842884
14426,At Risk (High Value),Cluster 0,83,3,1495.58,3552.6193312898813,90.08929108291744,1.0,90.08929108291744
14426,At Risk (High Value),Cluster 0,100,6,2885.58,3552.6193312898813,90.08929108291744,1.0,90.08929108291744
16722,At Risk (High Value),Cluster 0,53,2,799.52,3533.987523942448,90.0126270218267,1.0,90.0126270218267
16242,At Risk (High Value),Cluster 0,94,3,846.59,3533.897876341871,89.97805303349166,1.0,89.97805303349166
13267,At Risk (High Value),Cluster 0,46,3,933.97,3515.966292576476,89.94347904515664,1.0,89.94347904515664
14135,At Risk (High Value),Cluster 0,41,7,1811.91,3477.1923855541886,89.71799651253683,1.0,89.71799651253683
14135,At Risk (High Value),Cluster 0,102,7,1811.91,3477.1923855541886,89.71799651253683,1.0,89.71799651253683
14135,At Risk (High Value),Cluster 0,72,7,1811.91,3477.1923855541886,89.71799651253683,1.0,89.71799651253683
15410,At Risk (High Value),Cluster 2,74,8,3450.84,3429.4117807988996,89.41584991882628,1.0,89.41584991882628
15410,At Risk (High Value),Cluster 0,105,8,3450.84,3429.4117807988996,89.41584991882628,1.0,89.41584991882628
17769,At Risk (High Value),Cluster 0,85,2,876.76,3381.281809484287,89.33166977331489,1.0,89.33166977331489
16553,At Risk (High Value),Cluster 2,153,12,5719.82,3344.3577726243952,89.23396067584632,1.0,89.23396067584632
16553,At Risk (High Value),Cluster 0,47,2,1609.44,3344.3577726243952,89.23396067584632,1.0,89.23396067584632
16553,At Risk (High Value),Cluster 2,123,12,5719.82,3344.3577726243952,89.23396067584632,1.0,89.23396067584632
16553,At Risk (High Value),Cluster 2,184,12,5719.82,3344.3577726243952,89.23396067584632,1.0,89.23396067584632
15971,At Risk (High Value),Cluster 0,79,4,1081.2,3342.3862148183493,89.19788347062713,1.0,89.19788347062713
17386,At Risk (High Value),Cluster 0,89,5,1697.34,3316.7858010953155,89.16180626540798,1.0,89.16180626540798
13137,At Risk (High Value),Cluster 0,89,2,847.44,3291.7527102364747,89.09867115627442,1.0,89.09867115627442
14401,At Risk (High Value),Cluster 0,91,2,552.12,3268.9001644842942,88.99945884192171,1.0,88.99945884192171
14401,At Risk (High Value),Cluster 0,61,2,552.12,3268.9001644842942,88.99945884192171,1.0,88.99945884192171
13631,At Risk (High Value),Cluster 2,120,11,3070.42,3268.520985001698,88.96488485358668,1.0,88.96488485358668
13631,At Risk (High Value),Cluster 2,89,11,3070.42,3268.520985001698,88.96488485358668,1.0,88.96488485358668
17419,At Risk (High Value),Cluster 0,86,7,2045.8,3226.286012538644,88.85515002104503,1.0,88.85515002104503
17419,At Risk (High Value),Cluster 3,23,2,374.27,3226.286012538644,88.85515002104503,1.0,88.85515002104503
12747,At Risk (High Value),Cluster 0,59,4,1320.09,3200.8803485708895,88.73489267031447,1.0,88.73489267031447
15093,At Risk (High Value),Cluster 0,63,3,2603.21,3178.2434569823554,88.5575130779869,1.0,88.5575130779869
15093,At Risk (High Value),Cluster 3,28,1,623.73,3178.2434569823554,88.5575130779869,1.0,88.5575130779869
13802,At Risk (High Value),Cluster 0,91,2,3131.06,3174.7228336230787,88.48836510131682,1.0,88.48836510131682
13802,At Risk (High Value),Cluster 0,128,3,4599.42,3174.7228336230787,88.48836510131682,1.0,88.48836510131682
13802,At Risk (High Value),Cluster 0,159,3,4599.42,3174.7228336230787,88.48836510131682,1.0,88.48836510131682
13802,At Risk (High Value),Cluster 0,98,3,4599.42,3174.7228336230787,88.48836510131682,1.0,88.48836510131682
15955,At Risk (High Value),Cluster 3,28,1,572.38,3171.253170284236,88.45228789609764,1.0,88.45228789609764
14525,At Risk (High Value),Cluster 0,41,2,726.95,3170.1038752554755,88.38313991942758,1.0,88.38313991942758
13941,At Risk (High Value),Cluster 0,28,1,1095.12,3166.447505653627,88.34405628044014,1.0,88.34405628044014
13941,At Risk (High Value),Cluster 0,104,2,2118.96,3166.447505653627,88.34405628044014,1.0,88.34405628044014
13941,At Risk (High Value),Cluster 0,59,1,1095.12,3166.447505653627,88.34405628044014,1.0,88.34405628044014
13941,At Risk (High Value),Cluster 0,73,2,2118.96,3166.447505653627,88.34405628044014,1.0,88.34405628044014
14800,At Risk (High Value),Cluster 0,49,3,1753.64,3162.5072380392053,88.30497264145271,1.0,88.30497264145271
16670,At Risk (High Value),Cluster 0,41,3,778.51,3160.6403923691123,88.26588900246529,1.0,88.26588900246529
12841,At Risk (High Value),Cluster 3,25,2,505.99,3146.1762586709187,88.19974745956347,1.0,88.19974745956347
17567,At Risk (High Value),Cluster 3,28,1,517.95,3117.4726457690226,88.0043292646263,1.0,88.0043292646263
14329,At Risk (High Value),Cluster 0,80,2,2125.6,3090.039392040948,87.80440141903674,1.0,87.80440141903674
14329,At Risk (High Value),Cluster 0,44,1,1547.58,3090.039392040948,87.80440141903674,1.0,87.80440141903674
17920,At Risk (High Value),Cluster 3,24,2,663.06,3077.838140257707,87.76682099693343,1.0,87.76682099693343
17920,At Risk (High Value),Cluster 0,61,3,822.91,3077.838140257707,87.76682099693343,1.0,87.76682099693343
15845,At Risk (High Value),Cluster 0,63,2,1232.58,3066.285224125248,87.72924057483013,1.0,87.72924057483013
15727,At Risk (High Value),Cluster 0,77,2,2071.7,3061.157266186707,87.6525765137394,1.0,87.6525765137394
15727,At Risk (High Value),Cluster 0,46,2,2071.7,3061.157266186707,87.6525765137394,1.0,87.6525765137394
15570,At Risk (High Value),Cluster 2,101,9,2809.98,3057.566655752639,87.58342853706932,1.0,87.58342853706932
14040,At Risk (High Value),Cluster 0,59,3,914.05,3042.7775228174187,87.43761649930852,1.0,87.43761649930852
13555,At Risk (High Value),Cluster 0,100,2,1590.05,3039.75799466404,87.37748782394323,1.0,87.37748782394323
13555,At Risk (High Value),Cluster 0,94,4,4098.88,3039.75799466404,87.37748782394323,1.0,87.37748782394323
17050,At Risk (High Value),Cluster 0,86,6,3185.64,3017.3090004769997,87.28278516024291,1.0,87.28278516024291
17050,At Risk (High Value),Cluster 0,117,6,3185.64,3017.3090004769997,87.28278516024291,1.0,87.28278516024291
13015,At Risk (High Value),Cluster 0,126,4,1763.04,3016.0051126111825,87.19559858096326,1.0,87.19559858096326
14299,At Risk (High Value),Cluster 0,186,4,1565.94,2980.4140753727434,87.0663219289279,1.0,87.0663219289279
14299,At Risk (High Value),Cluster 0,64,4,1565.94,2980.4140753727434,87.0663219289279,1.0,87.0663219289279
14299,At Risk (High Value),Cluster 0,155,4,1565.94,2980.4140753727434,87.0663219289279,1.0,87.0663219289279
14299,At Risk (High Value),Cluster 0,94,4,1565.94,2980.4140753727434,87.0663219289279,1.0,87.0663219289279
14299,At Risk (High Value),Cluster 0,125,4,1565.94,2980.4140753727434,87.0663219289279,1.0,87.0663219289279
15034,At Risk (High Value),Cluster 0,53,2,1403.85,2962.9831952915974,86.98815465095305,1.0,86.98815465095305
15034,At Risk (High Value),Cluster 0,131,5,2640.38,2962.9831952915974,86.98815465095305,1.0,86.98815465095305
15034,At Risk (High Value),Cluster 0,100,5,2640.38,2962.9831952915974,86.98815465095305,1.0,86.98815465095305
17091,At Risk (High Value),Cluster 0,70,2,888.15,2927.000581214616,86.89495520413685,1.0,86.89495520413685
17997,At Risk (High Value),Cluster 0,95,8,1962.46,2890.946100171438,86.56725392339607,1.0,86.56725392339607
13082,At Risk (High Value),Cluster 2,116,9,3613.63,2886.9279357714768,86.53869280259757,1.0,86.53869280259757
13082,At Risk (High Value),Cluster 2,86,9,3613.63,2886.9279357714768,86.53869280259757,1.0,86.53869280259757
13082,At Risk (High Value),Cluster 0,147,9,3613.63,2886.9279357714768,86.53869280259757,1.0,86.53869280259757
13426,At Risk (High Value),Cluster 0,51,2,639.43,2861.025640119726,86.38686789730022,1.0,86.38686789730022
17238,At Risk (High Value),Cluster 3,27,2,370.09,2854.814012904558,86.338764957008,1.0,86.338764957008
16904,At Risk (High Value),Cluster 3,23,2,338.7,2852.5213468610673,86.26961698033793,1.0,86.26961698033793
17656,At Risk (High Value),Cluster 0,94,5,1674.69,2844.8800291470825,86.24255907642355,1.0,86.24255907642355
13148,At Risk (High Value),Cluster 2,93,10,2766.01,2828.949027260295,86.21550117250916,1.0,86.21550117250916
13013,At Risk (High Value),Cluster 0,58,2,1528.34,2786.242605224406,86.0291022788768,1.0,86.0291022788768
13013,At Risk (High Value),Cluster 0,117,2,1528.34,2786.242605224406,86.0291022788768,1.0,86.0291022788768
13013,At Risk (High Value),Cluster 0,86,2,1528.34,2786.242605224406,86.0291022788768,1.0,86.0291022788768
13013,At Risk (High Value),Cluster 0,27,2,1528.34,2786.242605224406,86.0291022788768,1.0,86.0291022788768
17593,At Risk (High Value),Cluster 0,81,4,3245.66,2759.627359877994,85.9028320606097,1.0,85.9028320606097
17491,At Risk (High Value),Cluster 0,67,3,1189.86,2754.6576034378245,85.83067765017137,1.0,85.83067765017137
15861,At Risk (High Value),Cluster 0,74,2,716.24,2726.8692671259264,85.723949251398,1.0,85.723949251398
14282,At Risk (High Value),Cluster 3,23,1,571.0,2716.763186948413,85.60820155131982,1.0,85.60820155131982
16011,At Risk (High Value),Cluster 1,49,2,398.6,2715.8763058164654,85.56911791233239,1.0,85.56911791233239
13523,At Risk (High Value),Cluster 0,98,3,2369.24,2712.1521439431317,85.53003427334495,1.0,85.53003427334495
13523,At Risk (High Value),Cluster 3,22,1,566.95,2712.1521439431317,85.53003427334495,1.0,85.53003427334495
13523,At Risk (High Value),Cluster 0,128,3,2369.24,2712.1521439431317,85.53003427334495,1.0,85.53003427334495
16327,At Risk (High Value),Cluster 3,25,1,505.0,2706.018166087008,85.45487342913836,1.0,85.45487342913836
16327,At Risk (High Value),Cluster 0,98,4,2439.04,2706.018166087008,85.45487342913836,1.0,85.45487342913836
15544,At Risk (High Value),Cluster 0,63,3,1199.12,2682.2631592782313,85.37369971739523,1.0,85.37369971739523
15416,At Risk (High Value),Cluster 0,76,2,2274.43,2676.120304823317,85.33912572906019,1.0,85.33912572906019
14739,At Risk (High Value),Cluster 0,87,3,1307.62,2675.1917377219847,85.30455174072516,1.0,85.30455174072516
14739,At Risk (High Value),Cluster 0,118,3,1307.62,2675.1917377219847,85.30455174072516,1.0,85.30455174072516
14739,At Risk (High Value),Cluster 0,84,2,943.44,2675.1917377219847,85.30455174072516,1.0,85.30455174072516
14739,At Risk (High Value),Cluster 3,23,1,713.88,2675.1917377219847,85.30455174072516,1.0,85.30455174072516
14739,At Risk (High Value),Cluster 0,114,2,943.44,2675.1917377219847,85.30455174072516,1.0,85.30455174072516
14739,At Risk (High Value),Cluster 0,53,2,943.44,2675.1917377219847,85.30455174072516,1.0,85.30455174072516
17850,At Risk (High Value),Cluster 2,28,34,5391.21,2667.600054127935,85.22638446275027,1.0,85.22638446275027
17850,At Risk (High Value),Cluster 2,393,34,5391.21,2667.600054127935,85.22638446275027,1.0,85.22638446275027
17850,At Risk (High Value),Cluster 2,59,34,5391.21,2667.600054127935,85.22638446275027,1.0,85.22638446275027
17850,At Risk (High Value),Cluster 2,240,34,5391.21,2667.600054127935,85.22638446275027,1.0,85.22638446275027
17850,At Risk (High Value),Cluster 2,179,34,5391.21,2667.600054127935,85.22638446275027,1.0,85.22638446275027
17850,At Risk (High Value),Cluster 2,148,34,5391.21,2667.600054127935,85.22638446275027,1.0,85.22638446275027
17850,At Risk (High Value),Cluster 2,118,34,5391.21,2667.600054127935,85.22638446275027,1.0,85.22638446275027
17850,At Risk (High Value),Cluster 2,271,34,5391.21,2667.600054127935,85.22638446275027,1.0,85.22638446275027
